Date,Channel,Duration,Language,Translated,Text,Filename
2026-03-28T21:26:10.000Z,ALPHA_NET,00:10,en,No,"Payload bay doors secure.",A2_0328_212610.wav,
2026-03-28T15:08:55.000Z,ALPHA_NET,00:45,en,No,"Network latency within limits.",A2_0328_150855.wav,
2026-03-28T13:54:49.000Z,GAMMA_OPS,00:40,en,No,"Payload bay doors secure.",A2_0328_135449.wav,
2026-03-28T23:36:15.000Z,ALPHA_NET,00:47,en,No,"Verifying checksums.",A2_0328_233615.wav,
2026-03-28T22:33:22.000Z,ZETA_TELEM,00:58,en,No,"Trajectory aligned.",A2_0328_223322.wav,
2026-03-28T19:36:01.000Z,ALPHA_NET,00:45,en,No,"Navigation update received.",A2_0328_193601.wav,
2026-03-28T18:42:20.000Z,ZETA_TELEM,00:49,en,No,"Telemetry stream active.",A2_0328_184220.wav,
2026-03-28T18:45:01.000Z,ALPHA_NET,00:32,en,No,"Subsystem sync complete.",A2_0328_184501.wav,
2026-03-28T21:19:27.000Z,ALPHA_NET,00:21,en,No,"Trajectory aligned.",A2_0328_211927.wav,
2026-03-28T04:15:01.000Z,BETA_SYS,00:49,en,No,"Navigation update received.",A2_0328_041501.wav,
2026-03-28T20:54:48.000Z,ALPHA_NET,00:39,en,No,"Network latency within limits.",A2_0328_205448.wav,
2026-03-28T02:54:36.000Z,BETA_SYS,00:35,en,No,"Executing maneuver alpha.",A2_0328_025436.wav,
2026-03-28T03:49:35.000Z,BETA_SYS,00:16,en,No,"Network latency within limits.",A2_0328_034935.wav,
2026-03-28T19:56:23.000Z,GAMMA_OPS,00:27,en,No,"Payload bay doors secure.",A2_0328_195623.wav,
2026-03-28T21:35:46.000Z,GAMMA_OPS,00:36,en,No,"Verifying checksums.",A2_0328_213546.wav,
2026-03-28T17:25:14.000Z,GAMMA_OPS,00:58,en,No,"Thermal readings stable.",A2_0328_172514.wav,
2026-03-28T16:36:00.000Z,BETA_SYS,00:53,en,No,"Awaiting handshake protocol.",A2_0328_163600.wav,
2026-03-28T07:59:29.000Z,ZETA_TELEM,00:36,en,No,"Trajectory aligned.",A2_0328_075929.wav,
2026-03-28T22:50:09.000Z,DELTA_CMD,00:19,en,No,"Trajectory aligned.",A2_0328_225009.wav,
2026-03-28T04:56:03.000Z,BETA_SYS,00:59,en,No,"Awaiting handshake protocol.",A2_0328_045603.wav,
2026-03-28T19:25:52.000Z,GAMMA_OPS,00:13,en,No,"Thermal readings stable.",A2_0328_192552.wav,
2026-03-28T14:25:37.000Z,BETA_SYS,00:55,en,No,"Comm link established.",A2_0328_142537.wav,
2026-03-28T12:01:40.000Z,ZETA_TELEM,00:28,en,No,"Telemetry stream active.",A2_0328_120140.wav,
2026-03-28T07:41:04.000Z,EPSILON_MONITOR,00:12,en,No,"Navigation update received.",A2_0328_074104.wav,
2026-03-28T12:40:52.000Z,GAMMA_OPS,00:41,en,No,"System diagnostic clear.",A2_0328_124052.wav,
2026-03-28T05:32:06.000Z,ALPHA_NET,00:48,en,No,"Navigation update received.",A2_0328_053206.wav,
2026-03-28T13:06:30.000Z,ALPHA_NET,00:31,en,No,"Telemetry stream active.",A2_0328_130630.wav,
2026-03-28T23:06:13.000Z,EPSILON_MONITOR,00:21,en,No,"Payload bay doors secure.",A2_0328_230613.wav,
2026-03-28T21:10:44.000Z,ZETA_TELEM,00:23,en,No,"Checking primary bus voltage.",A2_0328_211044.wav,
2026-03-28T01:49:45.000Z,GAMMA_OPS,00:25,en,No,"Secondary loop nominal.",A2_0328_014945.wav,
2026-03-28T00:21:05.000Z,ALPHA_NET,00:23,en,No,"Awaiting handshake protocol.",A2_0328_002105.wav,
2026-03-28T02:47:59.000Z,EPSILON_MONITOR,00:40,en,No,"Routing override engaged.",A2_0328_024759.wav,
2026-03-28T08:36:37.000Z,ZETA_TELEM,00:56,en,No,"Executing maneuver alpha.",A2_0328_083637.wav,
2026-03-28T07:37:21.000Z,DELTA_CMD,00:56,en,No,"Sensor calibration complete.",A2_0328_073721.wav,
2026-03-28T20:56:29.000Z,BETA_SYS,00:24,en,No,"Sensor calibration complete.",A2_0328_205629.wav,
2026-03-28T11:05:02.000Z,ALPHA_NET,00:43,en,No,"Verifying checksums.",A2_0328_110502.wav,
2026-03-28T01:25:07.000Z,DELTA_CMD,00:36,en,No,"Trajectory aligned.",A2_0328_012507.wav,
2026-03-28T19:44:42.000Z,ALPHA_NET,00:58,en,No,"System diagnostic clear.",A2_0328_194442.wav,
2026-03-28T15:06:01.000Z,ALPHA_NET,00:43,en,No,"Checking primary bus voltage.",A2_0328_150601.wav,
2026-03-28T02:29:46.000Z,GAMMA_OPS,00:18,en,No,"Verifying checksums.",A2_0328_022946.wav,
2026-03-28T22:46:38.000Z,EPSILON_MONITOR,00:43,en,No,"Comm link established.",A2_0328_224638.wav,
2026-03-28T20:07:22.000Z,GAMMA_OPS,00:37,en,No,"Subsystem sync complete.",A2_0328_200722.wav,
2026-03-28T03:11:02.000Z,DELTA_CMD,00:39,en,No,"Payload bay doors secure.",A2_0328_031102.wav,
2026-03-28T22:26:11.000Z,GAMMA_OPS,00:18,en,No,"Trajectory aligned.",A2_0328_222611.wav,
2026-03-28T22:24:01.000Z,EPSILON_MONITOR,00:49,en,No,"Awaiting handshake protocol.",A2_0328_222401.wav,
2026-03-28T07:51:14.000Z,EPSILON_MONITOR,00:32,en,No,"System diagnostic clear.",A2_0328_075114.wav,
2026-03-28T02:37:43.000Z,ZETA_TELEM,00:10,en,No,"Subsystem sync complete.",A2_0328_023743.wav,
2026-03-28T03:42:26.000Z,GAMMA_OPS,00:49,en,No,"Navigation update received.",A2_0328_034226.wav,
2026-03-28T21:41:18.000Z,DELTA_CMD,00:38,en,No,"Verifying checksums.",A2_0328_214118.wav,
2026-03-28T04:14:47.000Z,DELTA_CMD,00:37,en,No,"Checking primary bus voltage.",A2_0328_041447.wav,
2026-03-28T17:59:10.000Z,ZETA_TELEM,00:11,en,No,"Network latency within limits.",A2_0328_175910.wav,
2026-03-28T23:03:57.000Z,ALPHA_NET,00:36,en,No,"Awaiting handshake protocol.",A2_0328_230357.wav,
2026-03-28T17:41:08.000Z,DELTA_CMD,00:11,en,No,"Routing override engaged.",A2_0328_174108.wav,
2026-03-28T15:20:19.000Z,EPSILON_MONITOR,00:12,en,No,"Network latency within limits.",A2_0328_152019.wav,
2026-03-28T18:35:39.000Z,DELTA_CMD,00:32,en,No,"Payload bay doors secure.",A2_0328_183539.wav,
2026-03-28T03:15:29.000Z,ZETA_TELEM,00:13,en,No,"Payload bay doors secure.",A2_0328_031529.wav,
2026-03-28T23:56:30.000Z,BETA_SYS,00:20,en,No,"Executing maneuver alpha.",A2_0328_235630.wav,
2026-03-28T20:03:15.000Z,GAMMA_OPS,00:47,en,No,"Verifying checksums.",A2_0328_200315.wav,
2026-03-28T19:11:27.000Z,DELTA_CMD,00:52,en,No,"Comm link established.",A2_0328_191127.wav,
2026-03-28T19:57:05.000Z,ZETA_TELEM,00:21,en,No,"Telemetry stream active.",A2_0328_195705.wav,
2026-03-28T14:50:27.000Z,DELTA_CMD,00:25,en,No,"Telemetry stream active.",A2_0328_145027.wav,
2026-03-28T02:21:04.000Z,DELTA_CMD,00:43,en,No,"Payload bay doors secure.",A2_0328_022104.wav,
2026-03-28T14:22:07.000Z,DELTA_CMD,00:36,en,No,"Thermal readings stable.",A2_0328_142207.wav,
2026-03-28T12:16:17.000Z,EPSILON_MONITOR,00:59,en,No,"System diagnostic clear.",A2_0328_121617.wav,
2026-03-28T04:58:06.000Z,BETA_SYS,00:35,en,No,"Executing maneuver alpha.",A2_0328_045806.wav,
2026-03-28T10:24:13.000Z,BETA_SYS,00:26,en,No,"Subsystem sync complete.",A2_0328_102413.wav,
2026-03-28T06:04:31.000Z,ZETA_TELEM,00:11,en,No,"Life support metrics green.",A2_0328_060431.wav,
2026-03-28T02:11:14.000Z,BETA_SYS,00:25,en,No,"System diagnostic clear.",A2_0328_021114.wav,
2026-03-28T16:43:43.000Z,BETA_SYS,00:59,en,No,"Subsystem sync complete.",A2_0328_164343.wav,
2026-03-28T17:14:55.000Z,ALPHA_NET,00:14,en,No,"Verifying checksums.",A2_0328_171455.wav,
2026-03-28T17:25:53.000Z,EPSILON_MONITOR,00:11,en,No,"Telemetry stream active.",A2_0328_172553.wav,
2026-03-28T15:29:27.000Z,EPSILON_MONITOR,00:26,en,No,"Trajectory aligned.",A2_0328_152927.wav,
2026-03-28T02:23:58.000Z,GAMMA_OPS,00:52,en,No,"Executing maneuver alpha.",A2_0328_022358.wav,
2026-03-28T14:36:04.000Z,BETA_SYS,00:28,en,No,"Awaiting handshake protocol.",A2_0328_143604.wav,
2026-03-28T01:33:04.000Z,BETA_SYS,00:59,en,No,"Sensor calibration complete.",A2_0328_013304.wav,
2026-03-28T19:26:26.000Z,ALPHA_NET,00:11,en,No,"Verifying checksums.",A2_0328_192626.wav,
2026-03-28T23:02:28.000Z,DELTA_CMD,00:54,en,No,"Thermal readings stable.",A2_0328_230228.wav,
2026-03-28T10:34:35.000Z,ZETA_TELEM,00:18,en,No,"Thermal readings stable.",A2_0328_103435.wav,
2026-03-28T20:26:12.000Z,GAMMA_OPS,00:57,en,No,"Routing override engaged.",A2_0328_202612.wav,
2026-03-28T00:52:24.000Z,DELTA_CMD,00:54,en,No,"Checking primary bus voltage.",A2_0328_005224.wav,
2026-03-28T22:53:51.000Z,EPSILON_MONITOR,00:25,en,No,"Trajectory aligned.",A2_0328_225351.wav,
2026-03-28T23:46:27.000Z,DELTA_CMD,00:10,en,No,"Thermal readings stable.",A2_0328_234627.wav,
2026-03-28T17:35:14.000Z,BETA_SYS,00:42,en,No,"Navigation update received.",A2_0328_173514.wav,
2026-03-28T00:01:36.000Z,BETA_SYS,00:13,en,No,"Comm link established.",A2_0328_000136.wav,
2026-03-28T05:27:58.000Z,BETA_SYS,00:36,en,No,"Payload bay doors secure.",A2_0328_052758.wav,
2026-03-28T21:45:40.000Z,GAMMA_OPS,00:13,en,No,"Sensor calibration complete.",A2_0328_214540.wav,
2026-03-28T17:33:38.000Z,GAMMA_OPS,00:52,en,No,"Routing override engaged.",A2_0328_173338.wav,
2026-03-28T04:50:15.000Z,ALPHA_NET,00:31,en,No,"Thermal readings stable.",A2_0328_045015.wav,
2026-03-28T20:43:53.000Z,ZETA_TELEM,00:10,en,No,"Trajectory aligned.",A2_0328_204353.wav,
2026-03-28T14:21:15.000Z,GAMMA_OPS,00:19,en,No,"Life support metrics green.",A2_0328_142115.wav,
2026-03-28T19:29:52.000Z,ZETA_TELEM,00:12,en,No,"Trajectory aligned.",A2_0328_192952.wav,
2026-03-28T23:11:27.000Z,ALPHA_NET,00:25,en,No,"Payload bay doors secure.",A2_0328_231127.wav,
2026-03-28T21:59:24.000Z,BETA_SYS,00:50,en,No,"Sensor calibration complete.",A2_0328_215924.wav,
2026-03-28T03:53:24.000Z,EPSILON_MONITOR,00:14,en,No,"Verifying checksums.",A2_0328_035324.wav,
2026-03-28T16:12:17.000Z,ZETA_TELEM,00:41,en,No,"Life support metrics green.",A2_0328_161217.wav,
2026-03-28T15:19:04.000Z,ALPHA_NET,00:44,en,No,"System diagnostic clear.",A2_0328_151904.wav,
2026-03-28T00:29:25.000Z,DELTA_CMD,00:24,en,No,"Sensor calibration complete.",A2_0328_002925.wav,
2026-03-28T11:53:24.000Z,DELTA_CMD,00:32,en,No,"Verifying checksums.",A2_0328_115324.wav,
2026-03-28T04:20:28.000Z,DELTA_CMD,00:25,en,No,"Routing override engaged.",A2_0328_042028.wav,
2026-03-28T00:05:18.000Z,EPSILON_MONITOR,00:49,en,No,"Executing maneuver alpha.",A2_0328_000518.wav,
2026-03-28T22:00:06.000Z,DELTA_CMD,00:17,en,No,"Network latency within limits.",A2_0328_220006.wav,
2026-03-28T02:19:39.000Z,DELTA_CMD,00:55,en,No,"Power levels nominal.",A2_0328_021939.wav,
2026-03-28T05:33:36.000Z,ALPHA_NET,00:55,en,No,"Verifying checksums.",A2_0328_053336.wav,
2026-03-28T13:12:00.000Z,EPSILON_MONITOR,00:47,en,No,"Trajectory aligned.",A2_0328_131200.wav,
2026-03-28T18:33:18.000Z,BETA_SYS,00:49,en,No,"System diagnostic clear.",A2_0328_183318.wav,
2026-03-28T07:52:03.000Z,DELTA_CMD,00:10,en,No,"Comm link established.",A2_0328_075203.wav,
2026-03-28T02:21:18.000Z,ALPHA_NET,00:35,en,No,"Routing override engaged.",A2_0328_022118.wav,
2026-03-28T04:38:35.000Z,EPSILON_MONITOR,00:36,en,No,"Power levels nominal.",A2_0328_043835.wav,
2026-03-28T19:51:12.000Z,GAMMA_OPS,00:26,en,No,"Awaiting handshake protocol.",A2_0328_195112.wav,
2026-03-28T06:02:56.000Z,GAMMA_OPS,00:25,en,No,"Secondary loop nominal.",A2_0328_060256.wav,
2026-03-28T12:56:27.000Z,EPSILON_MONITOR,00:56,en,No,"Power levels nominal.",A2_0328_125627.wav,
2026-03-28T19:18:39.000Z,ALPHA_NET,00:16,en,No,"Subsystem sync complete.",A2_0328_191839.wav,
2026-03-28T03:32:53.000Z,ZETA_TELEM,00:27,en,No,"Checking primary bus voltage.",A2_0328_033253.wav,
2026-03-28T18:36:54.000Z,EPSILON_MONITOR,00:51,en,No,"Sensor calibration complete.",A2_0328_183654.wav,
2026-03-28T17:14:20.000Z,DELTA_CMD,00:41,en,No,"Payload bay doors secure.",A2_0328_171420.wav,
2026-03-28T13:46:53.000Z,GAMMA_OPS,00:15,en,No,"Thermal readings stable.",A2_0328_134653.wav,
2026-03-28T10:31:59.000Z,DELTA_CMD,00:30,en,No,"Network latency within limits.",A2_0328_103159.wav,
2026-03-28T06:14:20.000Z,DELTA_CMD,00:49,en,No,"Life support metrics green.",A2_0328_061420.wav,
2026-03-28T20:58:53.000Z,ALPHA_NET,00:54,en,No,"Routing override engaged.",A2_0328_205853.wav,
2026-03-28T20:12:51.000Z,DELTA_CMD,00:42,en,No,"Checking primary bus voltage.",A2_0328_201251.wav,
2026-03-28T18:19:28.000Z,ZETA_TELEM,00:33,en,No,"Secondary loop nominal.",A2_0328_181928.wav,
2026-03-28T20:58:51.000Z,ALPHA_NET,00:11,en,No,"Routing override engaged.",A2_0328_205851.wav,
2026-03-28T07:33:41.000Z,ALPHA_NET,00:24,en,No,"Navigation update received.",A2_0328_073341.wav,
2026-03-28T22:58:52.000Z,ALPHA_NET,00:33,en,No,"Subsystem sync complete.",A2_0328_225852.wav,
2026-03-28T02:35:12.000Z,ZETA_TELEM,00:17,en,No,"Navigation update received.",A2_0328_023512.wav,
2026-03-28T06:54:44.000Z,BETA_SYS,00:45,en,No,"Secondary loop nominal.",A2_0328_065444.wav,
2026-03-28T07:46:42.000Z,EPSILON_MONITOR,00:46,en,No,"Checking primary bus voltage.",A2_0328_074642.wav,
2026-03-28T21:55:58.000Z,EPSILON_MONITOR,00:46,en,No,"Payload bay doors secure.",A2_0328_215558.wav,
2026-03-28T06:59:14.000Z,DELTA_CMD,00:45,en,No,"Routing override engaged.",A2_0328_065914.wav,
2026-03-28T04:29:58.000Z,ZETA_TELEM,00:30,en,No,"Secondary loop nominal.",A2_0328_042958.wav,
2026-03-28T08:13:49.000Z,EPSILON_MONITOR,00:52,en,No,"Subsystem sync complete.",A2_0328_081349.wav,
2026-03-28T15:48:47.000Z,EPSILON_MONITOR,00:47,en,No,"Awaiting handshake protocol.",A2_0328_154847.wav,
2026-03-28T21:16:11.000Z,EPSILON_MONITOR,00:55,en,No,"Sensor calibration complete.",A2_0328_211611.wav,
2026-03-28T03:29:27.000Z,GAMMA_OPS,00:34,en,No,"System diagnostic clear.",A2_0328_032927.wav,
2026-03-28T04:50:21.000Z,ALPHA_NET,00:19,en,No,"Network latency within limits.",A2_0328_045021.wav,
2026-03-28T21:22:26.000Z,ZETA_TELEM,00:46,en,No,"Secondary loop nominal.",A2_0328_212226.wav,
2026-03-28T11:55:13.000Z,BETA_SYS,00:22,en,No,"Network latency within limits.",A2_0328_115513.wav,
2026-03-28T10:24:05.000Z,ALPHA_NET,00:20,en,No,"Telemetry stream active.",A2_0328_102405.wav,
2026-03-28T15:20:08.000Z,ZETA_TELEM,00:43,en,No,"Routing override engaged.",A2_0328_152008.wav,
2026-03-28T05:57:19.000Z,DELTA_CMD,00:11,en,No,"System diagnostic clear.",A2_0328_055719.wav,
2026-03-28T16:23:02.000Z,DELTA_CMD,00:35,en,No,"Comm link established.",A2_0328_162302.wav,
2026-03-28T06:16:54.000Z,DELTA_CMD,00:17,en,No,"Payload bay doors secure.",A2_0328_061654.wav,
2026-03-28T17:11:52.000Z,EPSILON_MONITOR,00:32,en,No,"Payload bay doors secure.",A2_0328_171152.wav,
2026-03-28T00:55:57.000Z,BETA_SYS,00:22,en,No,"Executing maneuver alpha.",A2_0328_005557.wav,
2026-03-28T08:21:54.000Z,DELTA_CMD,00:34,en,No,"Power levels nominal.",A2_0328_082154.wav,
2026-03-28T04:45:20.000Z,BETA_SYS,00:45,en,No,"Sensor calibration complete.",A2_0328_044520.wav,
2026-03-28T19:40:28.000Z,DELTA_CMD,00:32,en,No,"Telemetry stream active.",A2_0328_194028.wav,
2026-03-28T18:46:51.000Z,ALPHA_NET,00:54,en,No,"Executing maneuver alpha.",A2_0328_184651.wav,
2026-03-28T02:02:10.000Z,EPSILON_MONITOR,00:42,en,No,"Power levels nominal.",A2_0328_020210.wav,
2026-03-28T23:41:24.000Z,EPSILON_MONITOR,00:35,en,No,"Navigation update received.",A2_0328_234124.wav,
2026-03-28T18:28:29.000Z,GAMMA_OPS,00:17,en,No,"Payload bay doors secure.",A2_0328_182829.wav,
2026-03-28T11:58:32.000Z,ALPHA_NET,00:38,en,No,"Checking primary bus voltage.",A2_0328_115832.wav,
2026-03-28T14:31:05.000Z,BETA_SYS,00:33,en,No,"Trajectory aligned.",A2_0328_143105.wav,
2026-03-28T05:26:32.000Z,DELTA_CMD,00:23,en,No,"Secondary loop nominal.",A2_0328_052632.wav,
2026-03-28T05:40:56.000Z,BETA_SYS,00:19,en,No,"Comm link established.",A2_0328_054056.wav,
2026-03-28T21:10:41.000Z,ZETA_TELEM,00:44,en,No,"Executing maneuver alpha.",A2_0328_211041.wav,
2026-03-28T20:02:05.000Z,GAMMA_OPS,00:38,en,No,"Network latency within limits.",A2_0328_200205.wav,
2026-03-28T01:10:32.000Z,BETA_SYS,00:13,en,No,"Trajectory aligned.",A2_0328_011032.wav,
2026-03-28T02:06:34.000Z,BETA_SYS,00:57,en,No,"Sensor calibration complete.",A2_0328_020634.wav,
2026-03-28T23:19:30.000Z,BETA_SYS,00:16,en,No,"System diagnostic clear.",A2_0328_231930.wav,
2026-03-28T00:13:10.000Z,GAMMA_OPS,00:20,en,No,"Sensor calibration complete.",A2_0328_001310.wav,
2026-03-28T10:08:21.000Z,DELTA_CMD,00:32,en,No,"Verifying checksums.",A2_0328_100821.wav,
